"price","nom","km","year","fuel","power","phone","city","cp","type","url","marque","site","ref","dateScrap"
6580,"Opel Astra Sedan Diesel 2011 1.7 110 CH",90000,2011,"Diesel",,,"Bruxelles Woluwe-Saint-Pierre",,,"http://www.2ememain.be/autos/opel/astra/opel-astra-sedan-diesel-2011-309642442.html?top_zoekertje=1","Opel",,"DM_309642442","2016-10-06T21:03:00.170Z"
7999,"Volkswagen, Polo Dsl",68000,,,,,"Wingene",8750,,"http://www.kapaza.be/fr/volkswagen/volkswagen-polo-1-2-trendline-112461239.htm","Volkswagen","Kapaza","KA_112461239","2016-10-06T21:03:00.187Z"
5950,"Mini, Mini Dsl (r56)",118000,,,,,"Anderlecht",1070,,"http://www.kapaza.be/fr/mini/mini-one-1-6-d-90ch--3p--2010-118-000km-112461206.htm","Mini","Kapaza","KA_112461206","2016-10-06T21:03:00.196Z"
5500,"renault Mégane III  impeccable 1468 cc 78 kW  106 cv",100000,2009,"Diesel",,,"Charleroi Jumet",,,"http://www.2ememain.be/autos/renault/megane/renault-m%C3%A9gane-iii-impeccable-1468-311879330.html?top_zoekertje=1","renault",,"DM_311879330","2016-10-06T21:03:00.216Z"
11350,"Occasion Subaru Outback",120020,2009,"Essence","175 CH / 129 kW","http://gocar.be/imagetext/5/f9/5f9316cee64ba9ad5464fdf2c5cd81d5_2_vw.gif","Merelbeke","9820","Outback ","http://gocar.be/fr/autovlan/voiture-occasion/Subaru/Outback/details-u7bmwgtl?src=r","Subaru","GoCar","GC_u7bmwgtl","2016-10-06T21:03:00.253Z"
7500,"Fiat 500 Lounge 1.3 Mulijet diesel",100000,2011,"Diesel",,,"Antwerpen Deurne",,,"http://www.2ememain.be/autos/fiat/500/fiat-500-lounge-1-3-mulijet-289540134.html?top_zoekertje=1","Fiat",,"DM_289540134","2016-10-06T21:03:00.273Z"
2250,"Occasion Chevrolet Matiz",41000,2009,"Essence","52 CH / 38 kW","http://gocar.be/imagetext/e/5b/e5b0440a762c652c8d33117e1ed43fb2_2_vw.gif","Bruxelles","1080","Matiz ","http://gocar.be/fr/autovlan/voiture-occasion/Chevrolet/Matiz/details-qbbmwg6q?src=r","Chevrolet","GoCar","GC_qbbmwg6q","2016-10-06T21:03:00.288Z"
7999,"Volkswagen, Polo Dsl",68000,,,,,"Wingene",8750,,"http://www.kapaza.be/fr/volkswagen/volkswagen-polo-1-2-trendline-112461239.htm","Volkswagen","Kapaza","KA_112461239","2016-10-06T21:03:00.315Z"
15000,"Audi A3 1.6 TDi e Attraction Start/Stop DPF",120000,2011,"Diesel",,,"Maasmechelen Eisden",,,"http://www.2ememain.be/autos/audi/a3/audi-a3-1-6-tdi-e-312246462.html","Audi",,"DM_312246462","2016-10-06T21:03:00.333Z"
8300,"Occasion Peugeot 207CC",73000,2011,"Diesel","111 CH / 82 kW","http://gocar.be/imagetext/7/3e/73eb22deb3faed940123313091dbecc7_2_vw.gif","MARCINELLE","6001","207CC ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/207CC/details-rxbmvd5k?src=r","Peugeot","GoCar","GC_rxbmvd5k","2016-10-06T21:03:00.347Z"
29900,"Occasion Mercedes-Benz C 180 BLUETEC",2024,2015,"Diesel","116 CH / 85 kW","http://gocar.be/imagetext/7/98/798f386936e05178411ebbd5da952cc1_2_vw.gif","Eeklo","9900","C 180 BLUETEC ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/C-180-BLUETEC/details-p5bmvdze?src=r","Mercedes-Benz","GoCar","GC_p5bmvdze","2016-10-06T21:03:00.361Z"
6900,"Citroen, Berlingo Break Xtr 2 Plc Dsl",93000,"2010",,,,"Villers-le-Bouillet",4530,,"http://www.kapaza.be/fr/citroen/berlingo-1-6-hdi-xtr-112461266.htm","Citroen","Kapaza","KA_112461266","2016-10-06T21:03:00.407Z"
6000,"Occasion Ford fiesta",109962,2009,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/b/84/b84c75b22110b49a1db120772aa5447b_2_vw.gif","villers-poterie","6280","fiesta ","http://gocar.be/fr/autovlan/voiture-occasion/Ford/fiesta/details-mmbmwbxu?src=r","Ford","GoCar","GC_mmbmwbxu","2016-10-06T21:03:00.425Z"
6900,"Citroen, Berlingo Break Xtr 2 Plc Dsl",93000,"2010",,,,"Villers-le-Bouillet",4530,,"http://www.kapaza.be/fr/citroen/berlingo-1-6-hdi-xtr-112461266.htm","Citroen","Kapaza","KA_112461266","2016-10-06T21:03:00.436Z"
10500,"Opel, Astra Dsl",88500,"2012",,,,"Jehay",4540,,"http://www.kapaza.be/fr/opel/opel-astra-sedan-10-2012-88500km--etat-impeccable-111854063.htm","Opel","Kapaza","KA_111854063","2016-10-06T21:03:00.445Z"
10500,"Opel, Astra Dsl",88500,"2012",,,,"Jehay",4540,,"http://www.kapaza.be/fr/opel/opel-astra-sedan-10-2012-88500km--etat-impeccable-111854063.htm","Opel","Kapaza","KA_111854063","2016-10-06T21:03:00.457Z"
23499,"Bmw, 3 (e30) Cabriolet",122000,"2012",,,,"Genk",3600,,"http://www.kapaza.be/fr/bmw/bmw-325d-2012-exlcusive-112461339.htm","Bmw","Kapaza","KA_112461339","2016-10-06T21:03:00.470Z"
21500,"Occasion Kia carens",31000,2015,"Diesel","116 CH / 85 kW","http://gocar.be/imagetext/9/da/9da30674e28465a1568e28b56f998def_2_vw.gif","beauvechain","1320","carens ","http://gocar.be/fr/autovlan/voiture-occasion/Kia/carens/details-t4bmvee8?src=r","Kia","GoCar","GC_t4bmvee8","2016-10-06T21:03:00.484Z"
23499,"Bmw, 3 (e30) Cabriolet",122000,"2012",,,,"Genk",3600,,"http://www.kapaza.be/fr/bmw/bmw-325d-2012-exlcusive-112461339.htm","Bmw","Kapaza","KA_112461339","2016-10-06T21:03:00.503Z"
10000,"Volkswagen, Golf Vii Dsl",70,,,,,"Ostende",8400,,"http://www.kapaza.be/fr/volkswagen/golf-6-1-6-tdi-zeer-proper-1st-eigenaar-112461377.htm","Volkswagen","Kapaza","KA_112461377","2016-10-06T21:03:00.529Z"
10000,"Volkswagen, Golf Vii Dsl",70,,,,,"Ostende",8400,,"http://www.kapaza.be/fr/volkswagen/golf-6-1-6-tdi-zeer-proper-1st-eigenaar-112461377.htm","Volkswagen","Kapaza","KA_112461377","2016-10-06T21:03:00.649Z"
7000,"Opel, Astra Sports Tourer Dsl",140000,,,,,"Lichtervelde",8810,,"http://www.kapaza.be/fr/opel/uiterst-ruime-en-zuinig-opel-astra-tourer-1-3-112461414.htm","Opel","Kapaza","KA_112461414","2016-10-06T21:03:00.661Z"
7000,"Opel, Astra Sports Tourer Dsl",140000,,,,,"Lichtervelde",8810,,"http://www.kapaza.be/fr/opel/uiterst-ruime-en-zuinig-opel-astra-tourer-1-3-112461414.htm","Opel","Kapaza","KA_112461414","2016-10-06T21:03:00.671Z"
5300,"Hyundai, I20 Dsl",83000,,,,,"Dinant",5500,,"http://www.kapaza.be/fr/hyundai/hyundai-i20-1-4crdi-83000km-gps-carnet-112461491.htm","Hyundai","Kapaza","KA_112461491","2016-10-06T21:03:00.701Z"
12499,"Occasion MINI Clubman",84000,2013,"Diesel","111 CH / 82 kW","http://gocar.be/imagetext/e/bc/ebc80bfb99c8af39f6cf710ba112584f_2_vw.gif","Seneffe","7181","Clubman ","http://gocar.be/fr/autovlan/voiture-occasion/MINI/Clubman/details-kjbmwgd2?src=r","MINI","GoCar","GC_kjbmwgd2","2016-10-06T21:03:00.714Z"
7750,"opel zafira 1.7cdti - 7 zitplaatsen - tot 3 jaar waarborg",100000,2010,"Diesel",,,"Wervik",,,"http://www.2ememain.be/autos/opel/zafira/opel-zafira-1-7cdti-7-307564272.html","opel",,"DM_307564272","2016-10-06T21:03:00.734Z"
5300,"Hyundai, I20 Dsl",83000,,,,,"Dinant",5500,,"http://www.kapaza.be/fr/hyundai/hyundai-i20-1-4crdi-83000km-gps-carnet-112461491.htm","Hyundai","Kapaza","KA_112461491","2016-10-06T21:03:00.747Z"
15990,"Occasion Volvo V40",65000,2015,"Diesel","114 CH / 84 kW","http://gocar.be/imagetext/1/6b/16b07d483e12fad561fd4fe8125eddde_2_vw.gif","Verlaine","4537","V40 ","http://gocar.be/fr/autovlan/voiture-occasion/Volvo/V40/details-v3bmwchb?src=r","Volvo","GoCar","GC_v3bmwchb","2016-10-06T21:03:00.769Z"
8950,"Peugeot Partner 1.6D lichte vracht nieuwstaat!",50000,2012,"Diesel",,,"Balen",,,"http://www.2ememain.be/autos/peugeot/partner/peugeot-partner-1-6d-lichte-vracht-312239472.html","Peugeot",,"DM_312239472","2016-10-06T21:03:00.832Z"
34000,"Occasion Audi A6 Allroad",93000,2013,"Diesel","209 CH / 154 kW","http://gocar.be/imagetext/a/9b/a9be7e2277895f5ce7fc17705ae461e5_2_vw.gif","Bruxelles","1080","A6 Allroad ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A6-Allroad/details-jkbmvb3e?src=r","Audi","GoCar","GC_jkbmvb3e","2016-10-06T21:03:00.864Z"
7300,"Occasion Dacia logan 1.5 dci",20108,2015,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/0/3d/03d0afbbe3dd31eefcf72bc9f266737a_2_vw.gif","Sint-Niklaas","9100","logan 1.5 dci ","http://gocar.be/fr/autovlan/voiture-occasion/Dacia/logan-15-dci/details-jkbmvbcz?src=r","Dacia","GoCar","GC_jkbmvbcz","2016-10-06T21:03:00.912Z"
5300,"***Hyundai i20 1.4CRDI 83000km GPS carnet***",80000,2010,"Diesel",,,"Beauraing",,,"http://www.2ememain.be/autos/hyundai/i20/-hyundai-i20-1-4crdi-83000km-gps-312239493.html","***Hyundai",,"DM_312239493","2016-10-06T21:03:00.965Z"
8500,"* Honda Insight 1300 Cc benzine Bj 2011 *",30000,2011,"Essence",,,"Sint-Gillis-Waas De Klinge",,,"http://www.2ememain.be/autos/honda/insight/-honda-insight-1300-cc-312239812.html","*",,"DM_312239812","2016-10-06T21:03:00.983Z"
13750,"Volkswagen, Crosstouran Dsl",132000,,,,,"Nijlen",2560,,"http://www.kapaza.be/fr/volkswagen/zeldzame-cross-touran-2-0-l-140-pk-7-zitplaatsen-112092394.htm","Volkswagen","Kapaza","KA_112092394","2016-10-06T21:03:01.008Z"
18950,"Mini, Mini Cabrio (r57)",42500,"2012",,,,"Schoten",2900,,"http://www.kapaza.be/fr/mini/mini-cooper-cabrio-112461732.htm","Mini","Kapaza","KA_112461732","2016-10-06T21:03:01.018Z"
18950,"Mini, Mini Cabrio (r57)",42500,"2012",,,,"Schoten",2900,,"http://www.kapaza.be/fr/mini/mini-cooper-cabrio-112461732.htm","Mini","Kapaza","KA_112461732","2016-10-06T21:03:01.029Z"
13750,"Volkswagen, Crosstouran Dsl",132000,,,,,"Nijlen",2560,,"http://www.kapaza.be/fr/volkswagen/zeldzame-cross-touran-2-0-l-140-pk-7-zitplaatsen-112092394.htm","Volkswagen","Kapaza","KA_112092394","2016-10-06T21:03:01.059Z"
9000,"Occasion Opel Meriva",25000,2011,"Essence","101 CH / 74 kW","http://gocar.be/imagetext/9/95/99517a37698541fde00a0f11ea73089d_2_vw.gif","vlierzele","9520","Meriva ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Meriva/details-wdbmvjpy?src=r","Opel","GoCar","GC_wdbmvjpy","2016-10-06T21:03:01.071Z"
9250,"civic type s advantage",60000,2011,"Essence",,,"Oudenburg Westkerke",,,"http://www.2ememain.be/autos/honda/civic/civic-type-s-advantage-312240397.html","civic",,"DM_312240397","2016-10-06T21:03:01.092Z"
25900,"Audi, A7 Sportback",138000,"2012",,,,"Wilrijk",2610,,"http://www.kapaza.be/fr/audi/audi-a7-3-0-tdi-quattro-112461797.htm","Audi","Kapaza","KA_112461797","2016-10-06T21:03:01.101Z"
9250,"Occasion Opel Zafira",135000,2012,"Diesel","110 CH / 81 kW","http://gocar.be/imagetext/a/d1/ad197fc0c98a583a71872b20dbd3733c_2_vw.gif","lokeren","9160","Zafira ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Zafira/details-jkbmv3j8?src=r","Opel","GoCar","GC_jkbmv3j8","2016-10-06T21:03:01.114Z"
27500,"Occasion BMW 318d  Touring",35000,2013,"Diesel","143 CH / 105 kW","http://gocar.be/imagetext/d/80/d808bf94ee98d643b3ba456866f56444_2_vw.gif","Evergem","9940","318d  Touring ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/318d-Touring/details-wdbmuxhz?src=r","BMW","GoCar","GC_wdbmuxhz","2016-10-06T21:03:01.126Z"
18900,"Occasion Mercedes-Benz A180",52000,2015,"Diesel","147 CH / 108 kW","http://gocar.be/imagetext/2/e6/2e62589357ef58b6cd4c66ae8d8965e5_2_vw.gif","Huy","4500","A180 ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/A180/details-p5bmux7m?src=r","Mercedes-Benz","GoCar","GC_p5bmux7m","2016-10-06T21:03:01.138Z"
25900,"Audi, A7 Sportback",138000,"2012",,,,"Wilrijk",2610,,"http://www.kapaza.be/fr/audi/audi-a7-3-0-tdi-quattro-112461797.htm","Audi","Kapaza","KA_112461797","2016-10-06T21:03:01.150Z"
,"Audi, A3 Sportback Dsl",44950,,,,,,,,"http://www.kapaza.be/fr/audi/audi-a3-sportback-45000-km-112461817.htm","Audi","Kapaza","KA_112461817","2016-10-06T21:03:01.159Z"
17990,"Occasion BMW serie 3 sport",57000,2012,"Diesel","116 CH / 85 kW","http://gocar.be/imagetext/0/39/0395c2906a0f1d90c9d5da37bcaf0bad_2_vw.gif","cul des sarts","5660","serie 3 sport ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/serie-3-sport/details-rxbmwhf2?src=r","BMW","GoCar","GC_rxbmwhf2","2016-10-06T21:03:01.204Z"
,"Audi, A3 Sportback Dsl",44950,,,,,,,,"http://www.kapaza.be/fr/audi/audi-a3-sportback-45000-km-112461817.htm","Audi","Kapaza","KA_112461817","2016-10-06T21:03:01.214Z"
9000,"Occasion Opel Meriva",25000,2011,"Essence","101 CH / 74 kW","http://gocar.be/imagetext/9/95/99517a37698541fde00a0f11ea73089d_2_vw.gif","vlierzele","9520","Meriva ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Meriva/details-wdbmvjph?src=r","Opel","GoCar","GC_wdbmvjph","2016-10-06T21:03:01.230Z"
16000,"Occasion VW passat cc",94000,2011,"Diesel","136 CH / 100 kW","http://gocar.be/imagetext/c/5b/c5baeab1cb5f38934f3469ad5f39431b_2_vw.gif","arlon","6700","passat cc ","http://gocar.be/fr/autovlan/voiture-occasion/VW/passat-cc/details-jkbmvr7g?src=r","VW","GoCar","GC_jkbmvr7g","2016-10-06T21:03:01.250Z"
11750,"Nissan, Juke",35000,"2014",,,,"Grobbendonk",2280,,"http://www.kapaza.be/fr/nissan/nissan-juke-1-6-connect-edition-benzine--35000-km-111887358.htm","Nissan","Kapaza","KA_111887358","2016-10-06T21:03:01.262Z"
23000,"Occasion BMW 318d",38000,2014,"Diesel","143 CH / 105 kW","http://gocar.be/imagetext/d/e0/de029057bd13587c5508dbbf06f7c313_2_vw.gif","Hoboken","2660","318d ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/318d/details-p5bmvghl?src=r","BMW","GoCar","GC_p5bmvghl","2016-10-06T21:03:01.274Z"
11750,"Nissan, Juke",35000,"2014",,,,"Grobbendonk",2280,,"http://www.kapaza.be/fr/nissan/nissan-juke-1-6-connect-edition-benzine--35000-km-111887358.htm","Nissan","Kapaza","KA_111887358","2016-10-06T21:03:01.286Z"
25900,"Audi A7 3.0 tdi",120000,2012,"Diesel",,,"Antwerpen Wilrijk",,,"http://www.2ememain.be/autos/audi/a7/audi-a7-3-0-tdi-312240494.html","Audi",,"DM_312240494","2016-10-06T21:03:01.304Z"
11900,"Occasion Peugeot 3008 automatic 2.0 hdi full option",84000,2011,"Diesel","163 CH / 120 kW","http://gocar.be/imagetext/c/02/c02b325adbc07e179b9c1546cac3c379_2_vw.gif","sterrebeek","1933","3008 automatic 2.0 hdi full option ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/3008-automatic-20-hdi-full-option/details-mmbmu2cr?src=r","Peugeot","GoCar","GC_mmbmu2cr","2016-10-06T21:03:01.322Z"
10500,"Peugeot, Partner Tepee Outdoor Dsl",22000,,,,,"Hulshout",2235,,"http://www.kapaza.be/fr/peugeot/peugeot-partner-als-nieuw-111956881.htm","Peugeot","Kapaza","KA_111956881","2016-10-06T21:03:01.346Z"
10500,"Peugeot, Partner Tepee Outdoor Dsl",22000,,,,,"Hulshout",2235,,"http://www.kapaza.be/fr/peugeot/peugeot-partner-als-nieuw-111956881.htm","Peugeot","Kapaza","KA_111956881","2016-10-06T21:03:01.360Z"
9500,"Hyundai, I40 Sw Dsl",132000,,,,,"Hoogstraten",2320,,"http://www.kapaza.be/fr/hyundai/hyundai-i40-combi-1-7crdi-112461936.htm","Hyundai","Kapaza","KA_112461936","2016-10-06T21:03:01.371Z"
9500,"Hyundai, I40 Sw Dsl",132000,,,,,"Hoogstraten",2320,,"http://www.kapaza.be/fr/hyundai/hyundai-i40-combi-1-7crdi-112461936.htm","Hyundai","Kapaza","KA_112461936","2016-10-06T21:03:01.399Z"
5500,"Occasion Peugeot Bipper",83000,2011,"Diesel","75 CH / 55 kW","http://gocar.be/imagetext/7/9e/79e56de1ec83ee6ba97f13ec7db99f7c_2_vw.gif","Trazegnies","6183","Bipper ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/Bipper/details-kjbmvllx?src=r","Peugeot","GoCar","GC_kjbmvllx","2016-10-06T21:03:01.419Z"
16000,"Kia, Sportage",52500,,,,,"Mariakerke",9030,,"http://www.kapaza.be/fr/kia/kia-sportage--112462044.htm","Kia","Kapaza","KA_112462044","2016-10-06T21:03:01.463Z"
26900,"Occasion Hyundai Tucson 1.7 Premium Plus Pack",16000,2016,"Diesel","116 CH / 85 kW","http://gocar.be/imagetext/4/aa/4aa08542f7034b1150420ca3d7027a57_2_vw.gif","Namur","5000","Tucson 1.7 Premium Plus Pack ","http://gocar.be/fr/autovlan/voiture-occasion/Hyundai/Tucson-17-Premium-Plus-Pack/details-u7bmvgjj?src=r","Hyundai","GoCar","GC_u7bmvgjj","2016-10-06T21:03:01.496Z"
6900,"Berlingo 1.6hdi xtr",90000,2010,"Diesel",,,"Villersle-Bouillet",,,"http://www.2ememain.be/autos/citro%C3%ABn/berlingo/berlingo-1-6hdi-xtr-312240656.html","Berlingo",,"DM_312240656","2016-10-06T21:03:01.521Z"
19000,"Occasion BMW 320",112000,2012,"Diesel","163 CH / 120 kW","http://gocar.be/imagetext/6/6d/66d71734917f4125f9e761b4dd7b34ae_2_vw.gif","Bruxelles","1160","320 ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/320/details-u7bmvub2?src=r","BMW","GoCar","GC_u7bmvub2","2016-10-06T21:03:01.532Z"
14500,"Occasion Audi A3 SPORTBACK",57000,2010,"Diesel","105 CH / 77 kW","http://gocar.be/imagetext/5/49/54943c45dd8462f16504ae316cea883c_2_vw.gif","FLEURUS","6220","A3 SPORTBACK ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A3-SPORTBACK/details-rxbmvvs2?src=r","Audi","GoCar","GC_rxbmvvs2","2016-10-06T21:03:01.546Z"
16000,"Kia, Sportage",52500,,,,,"Mariakerke",9030,,"http://www.kapaza.be/fr/kia/kia-sportage--112462044.htm","Kia","Kapaza","KA_112462044","2016-10-06T21:03:01.561Z"
9600,"Volkswagen, Golf Vi Dsl",114737,,,,,"Nazareth",9810,,"http://www.kapaza.be/fr/volkswagen/golf-6-tdi-bleu-motion-van-eerste-eigenaar-112462067.htm","Volkswagen","Kapaza","KA_112462067","2016-10-06T21:03:01.619Z"
,"bmw 520 d fin 2010 full fulll full businesse line",120000,2010,"Diesel",,,"Châtelet Châtelineau",,,"http://www.2ememain.be/autos/bmw/serie-5/bmw-520-d-fin-2010-312240870.html","bmw",,"DM_312240870","2016-10-06T21:03:01.641Z"
6580,"Occasion Opel Astra",99000,2011,"Diesel","110 CH / 81 kW","http://gocar.be/imagetext/e/37/e37773ee6be77f3746e7c57d50e10fa7_2_vw.gif","Bruxelles","1060","Astra ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Astra/details-u7bmu2ve?src=r","Opel","GoCar","GC_u7bmu2ve","2016-10-06T21:04:16.636Z"
14000,"Occasion VW Polo (New Cross Polo)",20000,2015,"Essence","75 CH / 55 kW","http://gocar.be/imagetext/c/3d/c3d490bd63c96b92982d72b274e00224_2_vw.gif","Tournai","7500","Polo (New Cross Polo) ","http://gocar.be/fr/autovlan/voiture-occasion/VW/Polo-New-Cross-Polo/details-wdbmtw2w?src=r","VW","GoCar","GC_wdbmtw2w","2016-10-06T21:04:16.671Z"
9800,"Occasion Audi A3",144000,2010,"Diesel","105 CH / 77 kW","http://gocar.be/imagetext/8/e5/8e57b837c15d9501342ca9d2d8b42514_2_vw.gif","Tontelange","6717","A3 ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A3/details-jkbmtra2?src=r","Audi","GoCar","GC_jkbmtra2","2016-10-06T21:04:16.735Z"
21500,"Occasion BMW 320 d Touring Efficient Dynamics",112000,2012,"Diesel","184 CH / 135 kW","http://gocar.be/imagetext/5/c1/5c1ff82c7beb7d7b99e8b092066551f2_2_vw.gif","Laarne","9270","320 d Touring Efficient Dynamics ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/320-d-Touring-Efficient-Dynamics/details-jkbmpsmc?src=r","BMW","GoCar","GC_jkbmpsmc","2016-10-06T21:04:16.839Z"
27900,"Occasion Volvo XC60 Summum D4 AWD",44000,2013,"Diesel","163 CH / 120 kW","http://gocar.be/imagetext/1/86/1864b2fc11128701efe8109b31e34e9f_2_vw.gif","Middelkerke","8430","XC60 Summum D4 AWD ","http://gocar.be/fr/autovlan/voiture-occasion/Volvo/XC60-Summum-D4-AWD/details-v3bmkmzz?src=r","Volvo","GoCar","GC_v3bmkmzz","2016-10-06T21:04:16.855Z"
9000,"Occasion Opel Meriva",25000,2011,"Essence","101 CH / 74 kW","http://gocar.be/imagetext/9/95/99517a37698541fde00a0f11ea73089d_2_vw.gif","vlierzele","9520","Meriva ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Meriva/details-wdbmvjpy?src=r","Opel","GoCar","GC_wdbmvjpy","2016-10-06T21:04:16.879Z"
20999,"Occasion Audi Audi A3 Audi A3 Sportback Attraction 1.6 Tdi Ultra",28600,2014,"Diesel","110 CH / 81 kW","http://gocar.be/imagetext/c/63/c63f9f916247eac2fc409d22df54d6b0_2_vw.gif","Antwerpen","2018","Audi A3 Audi A3 Sportback Attraction 1.6 Tdi Ultra ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/Audi-A3-Audi-A3-Sportback-Attraction-16-Tdi-Ultra/details-p5bmv5d3?src=r","Audi","GoCar","GC_p5bmv5d3","2016-10-06T21:04:16.893Z"
10000,"Occasion VW Caddy Van",66000,2011,"Diesel","102 CH / 75 kW","http://gocar.be/imagetext/b/fe/bfe5409fe57d09ca81d250c23f2a5099_2_vw.gif","Diegem","1831","Caddy Van ","http://gocar.be/fr/autovlan/voiture-occasion/VW/Caddy-Van/details-t4bmv72h?src=r","VW","GoCar","GC_t4bmv72h","2016-10-06T21:04:16.905Z"
11500,"Occasion Citroen BERLINGO",8000,2015,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/7/f3/7f37a279e2f78d4f4424afe15828774a_2_vw.gif","NINOVE","9400","BERLINGO ","http://gocar.be/fr/autovlan/voiture-occasion/Citroen/BERLINGO/details-s1bmv7ps?src=r","Citroen","GoCar","GC_s1bmv7ps","2016-10-06T21:04:16.920Z"
9000,"Occasion Opel Meriva",25000,2011,"Essence","101 CH / 74 kW","http://gocar.be/imagetext/9/95/99517a37698541fde00a0f11ea73089d_2_vw.gif","vlierzele","9520","Meriva ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Meriva/details-wdbmvjph?src=r","Opel","GoCar","GC_wdbmvjph","2016-10-06T21:04:16.952Z"
4300,"Occasion Citroen C1",65000,2010,"Essence","68 CH / 50 kW","http://gocar.be/imagetext/b/a4/ba40bca19fa94fc53890f5e6f063c7f9_2_vw.gif","Mons","7000","C1 ","http://gocar.be/fr/autovlan/voiture-occasion/Citroen/C1/details-nqbmv3ku?src=r","Citroen","GoCar","GC_nqbmv3ku","2016-10-06T21:04:17.010Z"
5500,"Occasion Peugeot Bipper",83000,2011,"Diesel","75 CH / 55 kW","http://gocar.be/imagetext/7/9e/79e56de1ec83ee6ba97f13ec7db99f7c_2_vw.gif","Trazegnies","6183","Bipper ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/Bipper/details-kjbmvllx?src=r","Peugeot","GoCar","GC_kjbmvllx","2016-10-06T21:04:17.023Z"
26500,"Occasion Nissan X-trail",9600,2015,"Diesel","177 CH / 130 kW","http://gocar.be/imagetext/f/35/f35893b386eeb5c9bf3cd067864a79bd_2_vw.gif","SHAPE BELGIQUE","7010","X-trail ","http://gocar.be/fr/autovlan/voiture-occasion/Nissan/X-trail/details-s1bmvdwh?src=r","Nissan","GoCar","GC_s1bmvdwh","2016-10-06T21:04:17.112Z"
34000,"Occasion Audi A6 Allroad",93000,2013,"Diesel","209 CH / 154 kW","http://gocar.be/imagetext/a/9b/a9be7e2277895f5ce7fc17705ae461e5_2_vw.gif","Bruxelles","1080","A6 Allroad ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A6-Allroad/details-jkbmvb3e?src=r","Audi","GoCar","GC_jkbmvb3e","2016-10-06T21:04:17.126Z"
6000,"Occasion Toyota yaris 1.4 D4D",103000,2009,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/2/60/2605b299152a785c551286c3c7bc0919_2_vw.gif","Brussel","1600","yaris 1.4 D4D ","http://gocar.be/fr/autovlan/voiture-occasion/Toyota/yaris-14-D4D/details-v3bmvb3c?src=r","Toyota","GoCar","GC_v3bmvb3c","2016-10-06T21:04:17.146Z"
34000,"Occasion Audi A6 Allroad",93000,2013,"Diesel","204 CH / 150 kW","http://gocar.be/imagetext/a/9b/a9be7e2277895f5ce7fc17705ae461e5_2_vw.gif","Bruxelles","1080","A6 Allroad ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A6-Allroad/details-v3bmvb2z?src=r","Audi","GoCar","GC_v3bmvb2z","2016-10-06T21:04:17.158Z"
15000,"Audi, A3 Sportback Dsl",130000,,,,,"Maasmechelen",3630,,"http://www.kapaza.be/fr/audi/audi-a3-1-6-tdi-e-attraction-start-stop-dpf-112463241.htm","Audi","Kapaza","KA_112463241","2016-10-06T21:04:17.174Z"
15000,"Audi, A3 Sportback Dsl",130000,,,,,"Maasmechelen",3630,,"http://www.kapaza.be/fr/audi/audi-a3-1-6-tdi-e-attraction-start-stop-dpf-112463241.htm","Audi","Kapaza","KA_112463241","2016-10-06T21:04:17.339Z"
6200,,134000,"2009",,,,"Herent",3020,,"http://www.kapaza.be/fr/ford/ford-c-max-motor-1-8-diesel-mooie-staat-gekeurd-112463183.htm",,"Kapaza","KA_112463183","2016-10-06T21:04:17.372Z"
6000,"Occasion Ford fiesta",109962,2009,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/b/84/b84c75b22110b49a1db120772aa5447b_2_vw.gif","villers-poterie","6280","fiesta ","http://gocar.be/fr/autovlan/voiture-occasion/Ford/fiesta/details-mmbmwbxu?src=r","Ford","GoCar","GC_mmbmwbxu","2016-10-06T21:04:17.395Z"
